lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,1,460,52,14,[32; 33],540,0.914792,0.865385,2,[X0 >= 17.068000 OR X25 >= 0.367060],{'0.0': {'precision': 0.8885350318471338; 'recall': 0.9653979238754326; 'f1-score': 0.9253731343283582; 'support': 289}; '1.0': {'precision': 0.9315068493150684; 'recall': 0.7953216374269005; 'f1-score': 0.8580441640378549; 'support': 171}; 'accuracy': 0.9021739130434783; 'macro avg': {'precision': 0.9100209405811011; 'recall': 0.8803597806511665; 'f1-score': 0.8917086491831065; 'support': 460}; 'weighted avg': {'precision': 0.904509337905866; 'recall': 0.9021739130434783; 'f1-score': 0.9003443214594973; 'support': 460}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.9393939393939394; 'f1-score': 0.8985507246376813; 'support': 33}; '1.0': {'precision': 0.875; 'recall': 0.7368421052631579; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8653846153846154; 'macro avg': {'precision': 0.8680555555555556; 'recall': 0.8381180223285487; 'f1-score': 0.8492753623188406; 'support': 52}; 'weighted avg': {'precision': 0.8661858974358976; 'recall': 0.8653846153846154; 'f1-score': 0.8625418060200669; 'support': 52}}
5,1,CNF,2,461,51,14,[32; 33],540,0.896876,0.823529,4,[X10 >= 0.431020 OR X18 < 0.013012 OR X25 >= 0.367060 OR X27 >= 0.177540],{'0.0': {'precision': 0.9392712550607287; 'recall': 0.8; 'f1-score': 0.8640595903165735; 'support': 290}; '1.0': {'precision': 0.7289719626168224; 'recall': 0.9122807017543859; 'f1-score': 0.8103896103896103; 'support': 171}; 'accuracy': 0.841648590021692; 'macro avg': {'precision': 0.8341216088387755; 'recall': 0.856140350877193; 'f1-score': 0.8372246003530919; 'support': 461}; 'weighted avg': {'precision': 0.8612643591650497; 'recall': 0.841648590021692; 'f1-score': 0.8441516368078734; 'support': 461}},{'0.0': {'precision': 0.9259259259259259; 'recall': 0.78125; 'f1-score': 0.847457627118644; 'support': 32}; '1.0': {'precision': 0.7083333333333334; 'recall': 0.8947368421052632; 'f1-score': 0.7906976744186046; 'support': 19}; 'accuracy': 0.8235294117647058; 'macro avg': {'precision': 0.8171296296296297; 'recall': 0.8379934210526316; 'f1-score': 0.8190776507686244; 'support': 51}; 'weighted avg': {'precision': 0.8448620188816267; 'recall': 0.8235294117647058; 'f1-score': 0.8263117623872569; 'support': 51}}
5,1,CNF,3,461,51,14,[32; 33],540,0.991354,0.862745,3,[X3 >= 700.660000 OR X4 >= 0.114820 OR X27 >= 0.150800],{'0.0': {'precision': 0.9525547445255474; 'recall': 0.9; 'f1-score': 0.925531914893617; 'support': 290}; '1.0': {'precision': 0.8449197860962567; 'recall': 0.9239766081871345; 'f1-score': 0.8826815642458101; 'support': 171}; 'accuracy': 0.9088937093275488; 'macro avg': {'precision': 0.898737265310902; 'recall': 0.9119883040935672; 'f1-score': 0.9041067395697135; 'support': 461}; 'weighted avg': {'precision': 0.9126294128739016; 'recall': 0.9088937093275488; 'f1-score': 0.9096373162802223; 'support': 461}},{'0.0': {'precision': 0.9310344827586207; 'recall': 0.84375; 'f1-score': 0.8852459016393444; 'support': 32}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.8947368421052632; 'f1-score': 0.8292682926829269; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8518808777429467; 'recall': 0.8692434210526316; 'f1-score': 0.8572570971611356; 'support': 51}; 'weighted avg': {'precision': 0.8720572868645892; 'recall': 0.8627450980392157; 'f1-score': 0.8643914983026398; 'support': 51}}
5,1,CNF,4,461,51,14,[32; 33],540,1.065365,0.941176,3,[X0 >= 15.056000 OR X21 >= 33.646000 OR X27 >= 0.150800],{'0.0': {'precision': 0.9591078066914498; 'recall': 0.8896551724137931; 'f1-score': 0.923076923076923; 'support': 290}; '1.0': {'precision': 0.8333333333333334; 'recall': 0.935672514619883; 'f1-score': 0.8815426997245178; 'support': 171}; 'accuracy': 0.9067245119305857; 'macro avg': {'precision': 0.8962205700123915; 'recall': 0.912663843516838; 'f1-score': 0.9023098114007204; 'support': 461}; 'weighted avg': {'precision': 0.9124539347950552; 'recall': 0.9067245119305857; 'f1-score': 0.9076705191869854; 'support': 461}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9375; 'f1-score': 0.9523809523809523; 'support': 32}; '1.0': {'precision': 0.9; 'recall': 0.9473684210526315; 'f1-score': 0.9230769230769231; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9338709677419355; 'recall': 0.9424342105263157; 'f1-score': 0.9377289377289377; 'support': 51}; 'weighted avg': {'precision': 0.9425047438330171; 'recall': 0.9411764705882353; 'f1-score': 0.9414637649931767; 'support': 51}}
5,1,CNF,5,461,51,14,[32; 33],540,0.969190,0.921569,2,[X6 >= 0.111920 OR X27 >= 0.150800],{'0.0': {'precision': 0.9075907590759076; 'recall': 0.9482758620689655; 'f1-score': 0.927487352445194; 'support': 290}; '1.0': {'precision': 0.9050632911392406; 'recall': 0.8362573099415205; 'f1-score': 0.8693009118541033; 'support': 171}; 'accuracy': 0.9067245119305857; 'macro avg': {'precision': 0.9063270251075741; 'recall': 0.892266586005243; 'f1-score': 0.8983941321496487; 'support': 461}; 'weighted avg': {'precision': 0.9066532384312872; 'recall': 0.9067245119305857; 'f1-score': 0.9059040957400389; 'support': 461}},{'0.0': {'precision': 0.9117647058823529; 'recall': 0.96875; 'f1-score': 0.9393939393939394; 'support': 32}; '1.0': {'precision': 0.9411764705882353; 'recall': 0.8421052631578947; 'f1-score': 0.8888888888888888; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9264705882352942; 'recall': 0.9054276315789473; 'f1-score': 0.9141414141414141; 'support': 51}; 'weighted avg': {'precision': 0.9227220299884661; 'recall': 0.9215686274509803; 'f1-score': 0.9205783323430382; 'support': 51}}
5,1,CNF,6,461,51,14,[32; 33],540,0.880460,0.784314,3,[X10 >= 0.431020 OR X14 < 0.004224 OR X23 >= 1269.000000],{'0.0': {'precision': 0.8592592592592593; 'recall': 0.8; 'f1-score': 0.8285714285714285; 'support': 290}; '1.0': {'precision': 0.6963350785340314; 'recall': 0.7777777777777778; 'f1-score': 0.7348066298342542; 'support': 171}; 'accuracy': 0.7917570498915402; 'macro avg': {'precision': 0.7777971688966454; 'recall': 0.788888888888889; 'f1-score': 0.7816890292028413; 'support': 461}; 'weighted avg': {'precision': 0.7988253440661705; 'recall': 0.7917570498915402; 'f1-score': 0.7937909934650146; 'support': 461}},{'0.0': {'precision': 0.8; 'recall': 0.875; 'f1-score': 0.8358208955223881; 'support': 32}; '1.0': {'precision': 0.75; 'recall': 0.631578947368421; 'f1-score': 0.6857142857142857; 'support': 19}; 'accuracy': 0.7843137254901961; 'macro avg': {'precision': 0.775; 'recall': 0.7532894736842105; 'f1-score': 0.7607675906183369; 'support': 51}; 'weighted avg': {'precision': 0.7813725490196078; 'recall': 0.7843137254901961; 'f1-score': 0.7798988252017225; 'support': 51}}
5,1,CNF,7,461,51,14,[32; 33],540,0.884093,0.901961,3,[X10 >= 0.546140 OR X12 >= 5.123200 OR X25 >= 0.303960],{'0.0': {'precision': 0.8827586206896552; 'recall': 0.8827586206896552; 'f1-score': 0.8827586206896552; 'support': 290}; '1.0': {'precision': 0.8011695906432749; 'recall': 0.8011695906432749; 'f1-score': 0.8011695906432749; 'support': 171}; 'accuracy': 0.8524945770065075; 'macro avg': {'precision': 0.8419641056664651; 'recall': 0.8419641056664651; 'f1-score': 0.8419641056664651; 'support': 461}; 'weighted avg': {'precision': 0.8524945770065075; 'recall': 0.8524945770065075; 'f1-score': 0.8524945770065075; 'support': 461}},{'0.0': {'precision': 0.9354838709677419; 'recall': 0.90625; 'f1-score': 0.9206349206349206; 'support': 32}; '1.0': {'precision': 0.85; 'recall': 0.8947368421052632; 'f1-score': 0.8717948717948718; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8927419354838709; 'recall': 0.9004934210526316; 'f1-score': 0.8962148962148961; 'support': 51}; 'weighted avg': {'precision': 0.9036369386464261; 'recall': 0.9019607843137255; 'f1-score': 0.9024396083219612; 'support': 51}}
5,1,CNF,8,461,51,14,[32; 33],540,0.851096,0.862745,3,[X0 >= 15.056000 OR X13 >= 38.430000 OR X18 < 0.013012],{'0.0': {'precision': 0.9074074074074074; 'recall': 0.8448275862068966; 'f1-score': 0.875; 'support': 290}; '1.0': {'precision': 0.7643979057591623; 'recall': 0.8538011695906432; 'f1-score': 0.8066298342541436; 'support': 171}; 'accuracy': 0.8481561822125814; 'macro avg': {'precision': 0.8359026565832849; 'recall': 0.84931437789877; 'f1-score': 0.8408149171270718; 'support': 461}; 'weighted avg': {'precision': 0.8543604989869087; 'recall': 0.8481561822125814; 'f1-score': 0.8496392660682398; 'support': 461}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.9375; 'f1-score': 0.8955223880597014; 'support': 32}; '1.0': {'precision': 0.875; 'recall': 0.7368421052631579; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8660714285714286; 'recall': 0.837171052631579; 'f1-score': 0.8477611940298506; 'support': 51}; 'weighted avg': {'precision': 0.863795518207283; 'recall': 0.8627450980392157; 'f1-score': 0.8599356160374597; 'support': 51}}
5,1,CNF,9,461,51,14,[32; 33],540,0.955365,0.862745,2,[X23 >= 1269.000000 OR X27 >= 0.121800],{'0.0': {'precision': 0.9428571428571428; 'recall': 0.9103448275862069; 'f1-score': 0.9263157894736842; 'support': 290}; '1.0': {'precision': 0.856353591160221; 'recall': 0.9064327485380117; 'f1-score': 0.8806818181818181; 'support': 171}; 'accuracy': 0.9088937093275488; 'macro avg': {'precision': 0.8996053670086819; 'recall': 0.9083887880621093; 'f1-score': 0.9034988038277512; 'support': 461}; 'weighted avg': {'precision': 0.9107701421192391; 'recall': 0.9088937093275488; 'f1-score': 0.9093886547862458; 'support': 461}},{'0.0': {'precision': 0.9310344827586207; 'recall': 0.84375; 'f1-score': 0.8852459016393444; 'support': 32}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.8947368421052632; 'f1-score': 0.8292682926829269; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8518808777429467; 'recall': 0.8692434210526316; 'f1-score': 0.8572570971611356; 'support': 51}; 'weighted avg': {'precision': 0.8720572868645892; 'recall': 0.8627450980392157; 'f1-score': 0.8643914983026398; 'support': 51}}
5,1,CNF,0,460,52,7,[65; 66],540,0.667009,0.865385,4,[X6 >= 0.111920 OR X23 >= 1269.000000 OR X27 >= 0.177540 OR X28 >= 0.360080],{'0.0': {'precision': 0.9163879598662207; 'recall': 0.9480968858131488; 'f1-score': 0.9319727891156462; 'support': 289}; '1.0': {'precision': 0.906832298136646; 'recall': 0.8538011695906432; 'f1-score': 0.8795180722891567; 'support': 171}; 'accuracy': 0.9130434782608695; 'macro avg': {'precision': 0.9116101290014333; 'recall': 0.900949027701896; 'f1-score': 0.9057454307024014; 'support': 460}; 'weighted avg': {'precision': 0.9128357464841397; 'recall': 0.9130434782608695; 'f1-score': 0.9124733182953643; 'support': 460}},{'0.0': {'precision': 0.8611111111111112; 'recall': 0.9393939393939394; 'f1-score': 0.8985507246376813; 'support': 33}; '1.0': {'precision': 0.875; 'recall': 0.7368421052631579; 'f1-score': 0.7999999999999999; 'support': 19}; 'accuracy': 0.8653846153846154; 'macro avg': {'precision': 0.8680555555555556; 'recall': 0.8381180223285487; 'f1-score': 0.8492753623188406; 'support': 52}; 'weighted avg': {'precision': 0.8661858974358976; 'recall': 0.8653846153846154; 'f1-score': 0.8625418060200669; 'support': 52}}
5,1,CNF,1,460,52,7,[65; 66],540,0.679024,0.923077,5,[X0 >= 17.068000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X24 >= 0.161480 OR X27 >= 0.177540],{'0.0': {'precision': 0.9413793103448276; 'recall': 0.9446366782006921; 'f1-score': 0.9430051813471503; 'support': 289}; '1.0': {'precision': 0.9058823529411765; 'recall': 0.9005847953216374; 'f1-score': 0.9032258064516129; 'support': 171}; 'accuracy': 0.9282608695652174; 'macro avg': {'precision': 0.923630831643002; 'recall': 0.9226107367611647; 'f1-score': 0.9231154938993815; 'support': 460}; 'weighted avg': {'precision': 0.9281837022665138; 'recall': 0.9282608695652174; 'f1-score': 0.9282176311142439; 'support': 460}},{'0.0': {'precision': 0.967741935483871; 'recall': 0.9090909090909091; 'f1-score': 0.9374999999999999; 'support': 33}; '1.0': {'precision': 0.8571428571428571; 'recall': 0.9473684210526315; 'f1-score': 0.9; 'support': 19}; 'accuracy': 0.9230769230769231; 'macro avg': {'precision': 0.9124423963133641; 'recall': 0.9282296650717703; 'f1-score': 0.91875; 'support': 52}; 'weighted avg': {'precision': 0.9273307337823467; 'recall': 0.9230769230769231; 'f1-score': 0.9237980769230768; 'support': 52}}
5,1,CNF,2,461,51,7,[65; 66],540,0.830289,0.941176,4,[X13 >= 54.088000 OR X21 >= 33.646000 OR X27 >= 0.150800 OR X28 >= 0.360080],{'0.0': {'precision': 0.9460431654676259; 'recall': 0.906896551724138; 'f1-score': 0.926056338028169; 'support': 290}; '1.0': {'precision': 0.8524590163934426; 'recall': 0.9122807017543859; 'f1-score': 0.8813559322033898; 'support': 171}; 'accuracy': 0.9088937093275488; 'macro avg': {'precision': 0.8992510909305342; 'recall': 0.9095886267392619; 'f1-score': 0.9037061351157794; 'support': 461}; 'weighted avg': {'precision': 0.9113297392383735; 'recall': 0.9088937093275488; 'f1-score': 0.9094754933512986; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,1,CNF,3,461,51,7,[65; 66],540,0.847125,0.862745,4,[X4 >= 0.114820 OR X20 >= 17.386000 OR X27 >= 0.177540 OR X28 >= 0.360080],{'0.0': {'precision': 0.9436619718309859; 'recall': 0.9241379310344827; 'f1-score': 0.9337979094076655; 'support': 290}; '1.0': {'precision': 0.8757062146892656; 'recall': 0.9064327485380117; 'f1-score': 0.8908045977011494; 'support': 171}; 'accuracy': 0.9175704989154013; 'macro avg': {'precision': 0.9096840932601258; 'recall': 0.9152853397862473; 'f1-score': 0.9123012535544075; 'support': 461}; 'weighted avg': {'precision': 0.9184549556244042; 'recall': 0.9175704989154013; 'f1-score': 0.9178502818549231; 'support': 461}},{'0.0': {'precision': 0.9310344827586207; 'recall': 0.84375; 'f1-score': 0.8852459016393444; 'support': 32}; '1.0': {'precision': 0.7727272727272727; 'recall': 0.8947368421052632; 'f1-score': 0.8292682926829269; 'support': 19}; 'accuracy': 0.8627450980392157; 'macro avg': {'precision': 0.8518808777429467; 'recall': 0.8692434210526316; 'f1-score': 0.8572570971611356; 'support': 51}; 'weighted avg': {'precision': 0.8720572868645892; 'recall': 0.8627450980392157; 'f1-score': 0.8643914983026398; 'support': 51}}
5,1,CNF,4,461,51,7,[65; 66],540,0.748546,0.941176,3,[X7 >= 0.064496 OR X25 >= 0.447840 OR X27 >= 0.177540],{'0.0': {'precision': 0.875; 'recall': 0.9655172413793104; 'f1-score': 0.9180327868852458; 'support': 290}; '1.0': {'precision': 0.9290780141843972; 'recall': 0.7660818713450293; 'f1-score': 0.8397435897435898; 'support': 171}; 'accuracy': 0.8915401301518439; 'macro avg': {'precision': 0.9020390070921986; 'recall': 0.8657995563621699; 'f1-score': 0.8788881883144177; 'support': 461}; 'weighted avg': {'precision': 0.8950593067798956; 'recall': 0.8915401301518439; 'f1-score': 0.8889927593120935; 'support': 461}},{'0.0': {'precision': 0.9393939393939394; 'recall': 0.96875; 'f1-score': 0.9538461538461539; 'support': 32}; '1.0': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.918918918918919; 'support': 19}; 'accuracy': 0.9411764705882353; 'macro avg': {'precision': 0.9419191919191919; 'recall': 0.9317434210526316; 'f1-score': 0.9363825363825364; 'support': 51}; 'weighted avg': {'precision': 0.9412755000990295; 'recall': 0.9411764705882353; 'f1-score': 0.9408340467163996; 'support': 51}}
5,1,CNF,5,461,51,7,[65; 66],540,0.866179,0.960784,3,[X6 >= 0.111920 OR X10 >= 0.546140 OR X22 >= 115.900000],{'0.0': {'precision': 0.9436619718309859; 'recall': 0.9241379310344827; 'f1-score': 0.9337979094076655; 'support': 290}; '1.0': {'precision': 0.8757062146892656; 'recall': 0.9064327485380117; 'f1-score': 0.8908045977011494; 'support': 171}; 'accuracy': 0.9175704989154013; 'macro avg': {'precision': 0.9096840932601258; 'recall': 0.9152853397862473; 'f1-score': 0.9123012535544075; 'support': 461}; 'weighted avg': {'precision': 0.9184549556244042; 'recall': 0.9175704989154013; 'f1-score': 0.9178502818549231; 'support': 461}},{'0.0': {'precision': 0.9411764705882353; 'recall': 1.0; 'f1-score': 0.9696969696969697; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.8947368421052632; 'f1-score': 0.9444444444444444; 'support': 19}; 'accuracy': 0.9607843137254902; 'macro avg': {'precision': 0.9705882352941176; 'recall': 0.9473684210526316; 'f1-score': 0.9570707070707071; 'support': 51}; 'weighted avg': {'precision': 0.9630911188004614; 'recall': 0.9607843137254902; 'f1-score': 0.960289166171519; 'support': 51}}
5,1,CNF,6,461,51,7,[65; 66],540,0.883951,0.901961,5,[X2 >= 98.200000 OR X10 >= 0.748880 OR X22 >= 115.900000 OR X25 >= 0.447840 OR X27 >= 0.177540],{'0.0': {'precision': 0.9389830508474576; 'recall': 0.9551724137931035; 'f1-score': 0.947008547008547; 'support': 290}; '1.0': {'precision': 0.9216867469879518; 'recall': 0.8947368421052632; 'f1-score': 0.9080118694362017; 'support': 171}; 'accuracy': 0.9327548806941431; 'macro avg': {'precision': 0.9303348989177047; 'recall': 0.9249546279491834; 'f1-score': 0.9275102082223743; 'support': 461}; 'weighted avg': {'precision': 0.9325672852075976; 'recall': 0.9327548806941431; 'f1-score': 0.9325434019654428; 'support': 461}},{'0.0': {'precision': 0.9090909090909091; 'recall': 0.9375; 'f1-score': 0.923076923076923; 'support': 32}; '1.0': {'precision': 0.8888888888888888; 'recall': 0.8421052631578947; 'f1-score': 0.8648648648648649; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.898989898989899; 'recall': 0.8898026315789473; 'f1-score': 0.8939708939708939; 'support': 51}; 'weighted avg': {'precision': 0.9015646662705487; 'recall': 0.9019607843137255; 'f1-score': 0.901390077860666; 'support': 51}}
5,1,CNF,7,461,51,7,[65; 66],540,0.814178,0.901961,3,[X0 >= 17.068000 OR X22 >= 115.900000 OR X25 >= 0.447840],{'0.0': {'precision': 0.909967845659164; 'recall': 0.9758620689655172; 'f1-score': 0.9417637271214643; 'support': 290}; '1.0': {'precision': 0.9533333333333334; 'recall': 0.8362573099415205; 'f1-score': 0.8909657320872274; 'support': 171}; 'accuracy': 0.9240780911062907; 'macro avg': {'precision': 0.9316505894962487; 'recall': 0.9060596894535189; 'f1-score': 0.9163647296043458; 'support': 461}; 'weighted avg': {'precision': 0.9260535254688885; 'recall': 0.9240780911062907; 'f1-score': 0.9229210868809989; 'support': 461}},{'0.0': {'precision': 0.8648648648648649; 'recall': 1.0; 'f1-score': 0.927536231884058; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7368421052631579; 'f1-score': 0.8484848484848484; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.9324324324324325; 'recall': 0.868421052631579; 'f1-score': 0.8880105401844531; 'support': 51}; 'weighted avg': {'precision': 0.9152093269740329; 'recall': 0.9019607843137255; 'f1-score': 0.8980857165000388; 'support': 51}}
5,1,CNF,8,461,51,7,[65; 66],540,0.892451,0.921569,4,[X0 >= 17.068000 OR X3 >= 700.660000 OR X25 >= 0.447840 OR X27 >= 0.150800],{'0.0': {'precision': 0.9614035087719298; 'recall': 0.9448275862068966; 'f1-score': 0.9530434782608695; 'support': 290}; '1.0': {'precision': 0.9090909090909091; 'recall': 0.935672514619883; 'f1-score': 0.9221902017291066; 'support': 171}; 'accuracy': 0.9414316702819957; 'macro avg': {'precision': 0.9352472089314194; 'recall': 0.9402500504133897; 'f1-score': 0.937616839994988; 'support': 461}; 'weighted avg': {'precision': 0.9419990520572779; 'recall': 0.9414316702819957; 'f1-score': 0.9415989873998468; 'support': 461}},{'0.0': {'precision': 0.8888888888888888; 'recall': 1.0; 'f1-score': 0.9411764705882353; 'support': 32}; '1.0': {'precision': 1.0; 'recall': 0.7894736842105263; 'f1-score': 0.8823529411764706; 'support': 19}; 'accuracy': 0.9215686274509803; 'macro avg': {'precision': 0.9444444444444444; 'recall': 0.8947368421052632; 'f1-score': 0.9117647058823529; 'support': 51}; 'weighted avg': {'precision': 0.9302832244008714; 'recall': 0.9215686274509803; 'f1-score': 0.9192618223760093; 'support': 51}}
5,1,CNF,9,461,51,7,[65; 66],540,0.830107,0.901961,4,[X13 >= 91.314000 OR X22 >= 115.900000 OR X23 >= 926.960000 OR X27 >= 0.121800],{'0.0': {'precision': 0.9810606060606061; 'recall': 0.8931034482758621; 'f1-score': 0.9350180505415163; 'support': 290}; '1.0': {'precision': 0.8426395939086294; 'recall': 0.9707602339181286; 'f1-score': 0.9021739130434782; 'support': 171}; 'accuracy': 0.9219088937093276; 'macro avg': {'precision': 0.9118500999846177; 'recall': 0.9319318410969953; 'f1-score': 0.9185959817924972; 'support': 461}; 'weighted avg': {'precision': 0.9297157186896993; 'recall': 0.9219088937093276; 'f1-score': 0.9228350841376887; 'support': 461}},{'0.0': {'precision': 1.0; 'recall': 0.84375; 'f1-score': 0.9152542372881356; 'support': 32}; '1.0': {'precision': 0.7916666666666666; 'recall': 1.0; 'f1-score': 0.8837209302325582; 'support': 19}; 'accuracy': 0.9019607843137255; 'macro avg': {'precision': 0.8958333333333333; 'recall': 0.921875; 'f1-score': 0.8994875837603469; 'support': 51}; 'weighted avg': {'precision': 0.9223856209150326; 'recall': 0.9019607843137255; 'f1-score': 0.9035065346595871; 'support': 51}}
