lamda, n_clause, rule_type, id_cv, train_size, val_size, n_partitions, real_partition_size, n_features, training_time, val_accuracy, rule_size, rule, classification_report_train, classification_report_val
5,1,CNF,1,284,32,8,[35; 36],222,0.466447,0.687500,2,[X13 >= 0.652535 OR X14 >= 0.239955],{'0.0': {'precision': 0.7126436781609196; 'recall': 0.6019417475728155; 'f1-score': 0.6526315789473683; 'support': 103}; '1.0': {'precision': 0.7918781725888325; 'recall': 0.861878453038674; 'f1-score': 0.8253968253968254; 'support': 181}; 'accuracy': 0.7676056338028169; 'macro avg': {'precision': 0.752260925374876; 'recall': 0.7319101003057448; 'f1-score': 0.7390142021720969; 'support': 284}; 'weighted avg': {'precision': 0.7631417186237796; 'recall': 0.7676056338028169; 'f1-score': 0.7627390071422688; 'support': 284}},{'0.0': {'precision': 0.5555555555555556; 'recall': 0.45454545454545453; 'f1-score': 0.5; 'support': 11}; '1.0': {'precision': 0.7391304347826086; 'recall': 0.8095238095238095; 'f1-score': 0.7727272727272727; 'support': 21}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.6473429951690821; 'recall': 0.6320346320346321; 'f1-score': 0.6363636363636364; 'support': 32}; 'weighted avg': {'precision': 0.6760265700483091; 'recall': 0.6875; 'f1-score': 0.6789772727272727; 'support': 32}}
5,1,CNF,2,284,32,8,[35; 36],222,0.502657,0.656250,3,[X6 >= 0.999995 OR X15 < -0.001970 OR X26 < 0.999945],{'0.0': {'precision': 0.9655172413793104; 'recall': 0.27450980392156865; 'f1-score': 0.4274809160305344; 'support': 102}; '1.0': {'precision': 0.7098039215686275; 'recall': 0.9945054945054945; 'f1-score': 0.8283752860411899; 'support': 182}; 'accuracy': 0.7359154929577465; 'macro avg': {'precision': 0.8376605814739689; 'recall': 0.6345076492135315; 'f1-score': 0.6279281010358622; 'support': 284}; 'weighted avg': {'precision': 0.801644620937253; 'recall': 0.7359154929577465; 'f1-score': 0.6843920968120109; 'support': 284}},{'0.0': {'precision': 0.6666666666666666; 'recall': 0.16666666666666666; 'f1-score': 0.26666666666666666; 'support': 12}; '1.0': {'precision': 0.6551724137931034; 'recall': 0.95; 'f1-score': 0.7755102040816326; 'support': 20}; 'accuracy': 0.65625; 'macro avg': {'precision': 0.6609195402298851; 'recall': 0.5583333333333333; 'f1-score': 0.5210884353741496; 'support': 32}; 'weighted avg': {'precision': 0.6594827586206896; 'recall': 0.65625; 'f1-score': 0.5846938775510204; 'support': 32}}
5,1,CNF,3,284,32,8,[35; 36],222,0.547971,0.812500,2,[X11 >= 0.001845 OR X28 >= 0.067790],{'0.0': {'precision': 0.8888888888888888; 'recall': 0.39215686274509803; 'f1-score': 0.5442176870748299; 'support': 102}; '1.0': {'precision': 0.7405857740585774; 'recall': 0.9725274725274725; 'f1-score': 0.8408551068883611; 'support': 182}; 'accuracy': 0.7640845070422535; 'macro avg': {'precision': 0.8147373314737332; 'recall': 0.6823421676362853; 'f1-score': 0.6925363969815954; 'support': 284}; 'weighted avg': {'precision': 0.7938495688215765; 'recall': 0.7640845070422535; 'f1-score': 0.7343163152651914; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.5; 'f1-score': 0.6666666666666666; 'support': 12}; '1.0': {'precision': 0.7692307692307693; 'recall': 1.0; 'f1-score': 0.8695652173913044; 'support': 20}; 'accuracy': 0.8125; 'macro avg': {'precision': 0.8846153846153846; 'recall': 0.75; 'f1-score': 0.7681159420289856; 'support': 32}; 'weighted avg': {'precision': 0.8557692307692308; 'recall': 0.8125; 'f1-score': 0.7934782608695653; 'support': 32}}
5,1,CNF,4,284,32,8,[35; 36],222,0.628342,0.687500,4,[X5 >= 0.001010 OR X14 < -0.028300 OR X18 >= 0.467840 OR X22 >= 0.186570],{'0.0': {'precision': 0.9310344827586207; 'recall': 0.2647058823529412; 'f1-score': 0.41221374045801523; 'support': 102}; '1.0': {'precision': 0.7058823529411765; 'recall': 0.989010989010989; 'f1-score': 0.8237986270022883; 'support': 182}; 'accuracy': 0.7288732394366197; 'macro avg': {'precision': 0.8184584178498986; 'recall': 0.6268584356819651; 'f1-score': 0.6180061837301518; 'support': 284}; 'weighted avg': {'precision': 0.7867468502699768; 'recall': 0.7288732394366197; 'f1-score': 0.6759758860603311; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.16666666666666666; 'f1-score': 0.2857142857142857; 'support': 12}; '1.0': {'precision': 0.6666666666666666; 'recall': 1.0; 'f1-score': 0.8; 'support': 20}; 'accuracy': 0.6875; 'macro avg': {'precision': 0.8333333333333333; 'recall': 0.5833333333333334; 'f1-score': 0.5428571428571429; 'support': 32}; 'weighted avg': {'precision': 0.7916666666666666; 'recall': 0.6875; 'f1-score': 0.6071428571428571; 'support': 32}}
5,1,CNF,5,284,32,8,[35; 36],222,0.454318,0.781250,1,[X26 < 0.999945],{'0.0': {'precision': 0.8732394366197183; 'recall': 0.6078431372549019; 'f1-score': 0.7167630057803468; 'support': 102}; '1.0': {'precision': 0.812206572769953; 'recall': 0.9505494505494505; 'f1-score': 0.8759493670886076; 'support': 182}; 'accuracy': 0.8274647887323944; 'macro avg': {'precision': 0.8427230046948356; 'recall': 0.7791962939021762; 'f1-score': 0.7963561864344773; 'support': 284}; 'weighted avg': {'precision': 0.8341268266878265; 'recall': 0.8274647887323944; 'f1-score': 0.8187768007032463; 'support': 284}},{'0.0': {'precision': 0.8571428571428571; 'recall': 0.5; 'f1-score': 0.631578947368421; 'support': 12}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8085714285714285; 'recall': 0.725; 'f1-score': 0.7380116959064327; 'support': 32}; 'weighted avg': {'precision': 0.7964285714285714; 'recall': 0.78125; 'f1-score': 0.7646198830409356; 'support': 32}}
5,1,CNF,6,285,31,8,[35; 36],222,0.602937,0.838710,2,[X11 >= 0.001845 OR X14 >= 0.239955],{'0.0': {'precision': 0.96; 'recall': 0.46601941747572817; 'f1-score': 0.6274509803921569; 'support': 103}; '1.0': {'precision': 0.7659574468085106; 'recall': 0.989010989010989; 'f1-score': 0.8633093525179857; 'support': 182}; 'accuracy': 0.8; 'macro avg': {'precision': 0.8629787234042553; 'recall': 0.7275152032433586; 'f1-score': 0.7453801664550712; 'support': 285}; 'weighted avg': {'precision': 0.8360851063829787; 'recall': 0.8; 'f1-score': 0.7780693092584756; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
5,1,CNF,7,285,31,8,[35; 36],222,0.661474,0.709677,3,[X9 >= 0.591395 OR X10 < -0.010580 OR X18 >= 0.467840],{'0.0': {'precision': 0.6440677966101694; 'recall': 0.36893203883495146; 'f1-score': 0.4691358024691358; 'support': 103}; '1.0': {'precision': 0.7123893805309734; 'recall': 0.8846153846153846; 'f1-score': 0.7892156862745098; 'support': 182}; 'accuracy': 0.6982456140350877; 'macro avg': {'precision': 0.6782285885705714; 'recall': 0.626773711725168; 'f1-score': 0.6291757443718228; 'support': 285}; 'weighted avg': {'precision': 0.687697720377139; 'recall': 0.6982456140350877; 'f1-score': 0.673537693179936; 'support': 285}},{'0.0': {'precision': 0.6; 'recall': 0.5454545454545454; 'f1-score': 0.5714285714285713; 'support': 11}; '1.0': {'precision': 0.7619047619047619; 'recall': 0.8; 'f1-score': 0.7804878048780488; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.680952380952381; 'recall': 0.6727272727272727; 'f1-score': 0.6759581881533101; 'support': 31}; 'weighted avg': {'precision': 0.7044546850998463; 'recall': 0.7096774193548387; 'f1-score': 0.7063054962346859; 'support': 31}}
5,1,CNF,8,285,31,8,[35; 36],222,0.627341,0.774194,2,[X3 >= 0.007075 OR X12 >= 0.354740],{'0.0': {'precision': 0.9361702127659575; 'recall': 0.42718446601941745; 'f1-score': 0.5866666666666666; 'support': 103}; '1.0': {'precision': 0.7521008403361344; 'recall': 0.9835164835164835; 'f1-score': 0.8523809523809522; 'support': 182}; 'accuracy': 0.7824561403508772; 'macro avg': {'precision': 0.844135526551046; 'recall': 0.7053504747679504; 'f1-score': 0.7195238095238095; 'support': 285}; 'weighted avg': {'precision': 0.8186241573897196; 'recall': 0.7824561403508772; 'f1-score': 0.7563508771929822; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.6818181818181819; 'f1-score': 0.6921985815602837; 'support': 31}; 'weighted avg': {'precision': 0.8327359617682197; 'recall': 0.7741935483870968; 'f1-score': 0.738320750400366; 'support': 31}}
5,1,CNF,9,285,31,8,[35; 36],222,0.477324,0.774194,3,[X12 < -0.076515 OR X13 >= 0.652535 OR X20 >= 0.072060],{'0.0': {'precision': 0.8823529411764706; 'recall': 0.4368932038834951; 'f1-score': 0.5844155844155844; 'support': 103}; '1.0': {'precision': 0.7521367521367521; 'recall': 0.967032967032967; 'f1-score': 0.846153846153846; 'support': 182}; 'accuracy': 0.775438596491228; 'macro avg': {'precision': 0.8172448466566113; 'recall': 0.701963085458231; 'f1-score': 0.7152847152847153; 'support': 285}; 'weighted avg': {'precision': 0.7991973397546153; 'recall': 0.775438596491228; 'f1-score': 0.7515607199817724; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.6818181818181819; 'f1-score': 0.6921985815602837; 'support': 31}; 'weighted avg': {'precision': 0.8327359617682197; 'recall': 0.7741935483870968; 'f1-score': 0.738320750400366; 'support': 31}}
5,1,CNF,0,284,32,4,[71; 71],222,0.580307,0.781250,2,[X12 >= 0.354740 OR X18 < -0.043910],{'0.0': {'precision': 0.8596491228070176; 'recall': 0.47572815533980584; 'f1-score': 0.6125; 'support': 103}; '1.0': {'precision': 0.762114537444934; 'recall': 0.9558011049723757; 'f1-score': 0.8480392156862745; 'support': 181}; 'accuracy': 0.7816901408450704; 'macro avg': {'precision': 0.8108818301259757; 'recall': 0.7157646301560907; 'f1-score': 0.7302696078431372; 'support': 284}; 'weighted avg': {'precision': 0.7974879962206193; 'recall': 0.7816901408450704; 'f1-score': 0.7626147818282243; 'support': 284}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.7692307692307693; 'recall': 0.9523809523809523; 'f1-score': 0.8510638297872339; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.8012820512820513; 'recall': 0.7034632034632035; 'f1-score': 0.7196495619524406; 'support': 32}; 'weighted avg': {'precision': 0.7912660256410257; 'recall': 0.78125; 'f1-score': 0.7607165206508135; 'support': 32}}
5,1,CNF,1,284,32,4,[71; 71],222,0.582409,0.718750,2,[X14 >= 0.239955 OR X22 < -0.009200],{'0.0': {'precision': 0.8; 'recall': 0.46601941747572817; 'f1-score': 0.588957055214724; 'support': 103}; '1.0': {'precision': 0.7544642857142857; 'recall': 0.9337016574585635; 'f1-score': 0.8345679012345678; 'support': 181}; 'accuracy': 0.7640845070422535; 'macro avg': {'precision': 0.7772321428571429; 'recall': 0.6998605374671458; 'f1-score': 0.7117624782246459; 'support': 284}; 'weighted avg': {'precision': 0.7709789989939638; 'recall': 0.7640845070422535; 'f1-score': 0.7454907282062442; 'support': 284}},{'0.0': {'precision': 0.625; 'recall': 0.45454545454545453; 'f1-score': 0.5263157894736842; 'support': 11}; '1.0': {'precision': 0.75; 'recall': 0.8571428571428571; 'f1-score': 0.7999999999999999; 'support': 21}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.6875; 'recall': 0.6558441558441558; 'f1-score': 0.6631578947368421; 'support': 32}; 'weighted avg': {'precision': 0.70703125; 'recall': 0.71875; 'f1-score': 0.7059210526315789; 'support': 32}}
5,1,CNF,2,284,32,4,[71; 71],222,0.353780,0.750000,2,[X7 >= 0.000985 OR X32 >= 0.000200],{'0.0': {'precision': 0.9; 'recall': 0.4411764705882353; 'f1-score': 0.5921052631578947; 'support': 102}; '1.0': {'precision': 0.7564102564102564; 'recall': 0.9725274725274725; 'f1-score': 0.8509615384615384; 'support': 182}; 'accuracy': 0.7816901408450704; 'macro avg': {'precision': 0.8282051282051281; 'recall': 0.7068519715578538; 'f1-score': 0.7215334008097165; 'support': 284}; 'weighted avg': {'precision': 0.807981220657277; 'recall': 0.7816901408450704; 'f1-score': 0.7579920311341735; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.3333333333333333; 'f1-score': 0.5; 'support': 12}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8571428571428572; 'recall': 0.6666666666666666; 'f1-score': 0.6666666666666666; 'support': 32}; 'weighted avg': {'precision': 0.8214285714285714; 'recall': 0.75; 'f1-score': 0.7083333333333333; 'support': 32}}
5,1,CNF,3,284,32,4,[71; 71],222,0.474711,0.718750,3,[X12 < -0.076515 OR X30 >= 0.132415 OR X32 < -0.000040],{'0.0': {'precision': 0.9111111111111111; 'recall': 0.4019607843137255; 'f1-score': 0.5578231292517007; 'support': 102}; '1.0': {'precision': 0.7447698744769874; 'recall': 0.978021978021978; 'f1-score': 0.845605700712589; 'support': 182}; 'accuracy': 0.7711267605633803; 'macro avg': {'precision': 0.8279404927940492; 'recall': 0.6899913811678517; 'f1-score': 0.7017144149821448; 'support': 284}; 'weighted avg': {'precision': 0.8045121496061445; 'recall': 0.7711267605633803; 'f1-score': 0.742247171525932; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.3333333333333333; 'f1-score': 0.47058823529411764; 'support': 12}; '1.0': {'precision': 0.7037037037037037; 'recall': 0.95; 'f1-score': 0.8085106382978724; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7518518518518519; 'recall': 0.6416666666666666; 'f1-score': 0.6395494367959951; 'support': 32}; 'weighted avg': {'precision': 0.7398148148148149; 'recall': 0.71875; 'f1-score': 0.6817897371714643; 'support': 32}}
5,1,CNF,4,284,32,4,[71; 71],222,0.398835,0.750000,2,[X2 >= 0.739470 OR X30 >= 0.132415],{'0.0': {'precision': 0.8771929824561403; 'recall': 0.49019607843137253; 'f1-score': 0.6289308176100629; 'support': 102}; '1.0': {'precision': 0.7709251101321586; 'recall': 0.9615384615384616; 'f1-score': 0.8557457212713936; 'support': 182}; 'accuracy': 0.7922535211267606; 'macro avg': {'precision': 0.8240590462941495; 'recall': 0.725867269984917; 'f1-score': 0.7423382694407282; 'support': 284}; 'weighted avg': {'precision': 0.8090917403330253; 'recall': 0.7922535211267606; 'f1-score': 0.7742840305197889; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.3333333333333333; 'f1-score': 0.5; 'support': 12}; '1.0': {'precision': 0.7142857142857143; 'recall': 1.0; 'f1-score': 0.8333333333333333; 'support': 20}; 'accuracy': 0.75; 'macro avg': {'precision': 0.8571428571428572; 'recall': 0.6666666666666666; 'f1-score': 0.6666666666666666; 'support': 32}; 'weighted avg': {'precision': 0.8214285714285714; 'recall': 0.75; 'f1-score': 0.7083333333333333; 'support': 32}}
5,1,CNF,5,284,32,4,[71; 71],222,0.308155,0.718750,2,[X2 >= 0.739470 OR X22 >= 0.186570],{'0.0': {'precision': 0.8688524590163934; 'recall': 0.5196078431372549; 'f1-score': 0.6503067484662577; 'support': 102}; '1.0': {'precision': 0.7802690582959642; 'recall': 0.9560439560439561; 'f1-score': 0.8592592592592593; 'support': 182}; 'accuracy': 0.7992957746478874; 'macro avg': {'precision': 0.8245607586561787; 'recall': 0.7378258995906055; 'f1-score': 0.7547830038627585; 'support': 284}; 'weighted avg': {'precision': 0.8120842233434422; 'recall': 0.7992957746478874; 'f1-score': 0.7842129349603643; 'support': 284}},{'0.0': {'precision': 0.8; 'recall': 0.3333333333333333; 'f1-score': 0.47058823529411764; 'support': 12}; '1.0': {'precision': 0.7037037037037037; 'recall': 0.95; 'f1-score': 0.8085106382978724; 'support': 20}; 'accuracy': 0.71875; 'macro avg': {'precision': 0.7518518518518519; 'recall': 0.6416666666666666; 'f1-score': 0.6395494367959951; 'support': 32}; 'weighted avg': {'precision': 0.7398148148148149; 'recall': 0.71875; 'f1-score': 0.6817897371714643; 'support': 32}}
5,1,CNF,6,285,31,4,[71; 72],222,0.618893,0.774194,3,[X20 >= 0.072060 OR X21 < -0.001400 OR X30 < -0.167100],{'0.0': {'precision': 0.9545454545454546; 'recall': 0.4077669902912621; 'f1-score': 0.5714285714285714; 'support': 103}; '1.0': {'precision': 0.7468879668049793; 'recall': 0.989010989010989; 'f1-score': 0.851063829787234; 'support': 182}; 'accuracy': 0.7789473684210526; 'macro avg': {'precision': 0.8507167106752169; 'recall': 0.6983889896511256; 'f1-score': 0.7112462006079028; 'support': 285}; 'weighted avg': {'precision': 0.821936111497151; 'recall': 0.7789473684210526; 'f1-score': 0.7500026662400682; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.7407407407407407; 'recall': 1.0; 'f1-score': 0.851063829787234; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.8703703703703703; 'recall': 0.6818181818181819; 'f1-score': 0.6921985815602837; 'support': 31}; 'weighted avg': {'precision': 0.8327359617682197; 'recall': 0.7741935483870968; 'f1-score': 0.738320750400366; 'support': 31}}
5,1,CNF,7,285,31,4,[71; 72],222,0.495351,0.838710,3,[X16 < -0.572730 OR X20 >= 0.072060 OR X33 < -0.000030],{'0.0': {'precision': 0.8070175438596491; 'recall': 0.44660194174757284; 'f1-score': 0.575; 'support': 103}; '1.0': {'precision': 0.75; 'recall': 0.9395604395604396; 'f1-score': 0.8341463414634146; 'support': 182}; 'accuracy': 0.7614035087719299; 'macro avg': {'precision': 0.7785087719298245; 'recall': 0.6930811906540062; 'f1-score': 0.7045731707317073; 'support': 285}; 'weighted avg': {'precision': 0.7706063404124345; 'recall': 0.7614035087719299; 'f1-score': 0.7404899443731279; 'support': 285}},{'0.0': {'precision': 1.0; 'recall': 0.5454545454545454; 'f1-score': 0.7058823529411764; 'support': 11}; '1.0': {'precision': 0.8; 'recall': 1.0; 'f1-score': 0.888888888888889; 'support': 20}; 'accuracy': 0.8387096774193549; 'macro avg': {'precision': 0.9; 'recall': 0.7727272727272727; 'f1-score': 0.7973856209150327; 'support': 31}; 'weighted avg': {'precision': 0.8709677419354839; 'recall': 0.8387096774193549; 'f1-score': 0.8239510858106684; 'support': 31}}
5,1,CNF,8,285,31,4,[71; 72],222,0.610680,0.709677,3,[X10 < -0.010580 OR X13 >= 0.652535 OR X14 >= 0.239955],{'0.0': {'precision': 0.9152542372881356; 'recall': 0.5242718446601942; 'f1-score': 0.6666666666666666; 'support': 103}; '1.0': {'precision': 0.7831858407079646; 'recall': 0.9725274725274725; 'f1-score': 0.8676470588235293; 'support': 182}; 'accuracy': 0.8105263157894737; 'macro avg': {'precision': 0.8492200389980501; 'recall': 0.7483996585938333; 'f1-score': 0.767156862745098; 'support': 285}; 'weighted avg': {'precision': 0.8309158226299213; 'recall': 0.8105263157894737; 'f1-score': 0.7950120399036807; 'support': 285}},{'0.0': {'precision': 0.75; 'recall': 0.2727272727272727; 'f1-score': 0.39999999999999997; 'support': 11}; '1.0': {'precision': 0.7037037037037037; 'recall': 0.95; 'f1-score': 0.8085106382978724; 'support': 20}; 'accuracy': 0.7096774193548387; 'macro avg': {'precision': 0.7268518518518519; 'recall': 0.6113636363636363; 'f1-score': 0.6042553191489362; 'support': 31}; 'weighted avg': {'precision': 0.720131421744325; 'recall': 0.7096774193548387; 'f1-score': 0.6635552505147564; 'support': 31}}
5,1,CNF,9,285,31,4,[71; 72],222,0.524583,0.774194,2,[X14 >= 0.239955 OR X20 < -0.000015],{'0.0': {'precision': 0.8490566037735849; 'recall': 0.4368932038834951; 'f1-score': 0.5769230769230769; 'support': 103}; '1.0': {'precision': 0.75; 'recall': 0.9560439560439561; 'f1-score': 0.8405797101449275; 'support': 182}; 'accuracy': 0.7684210526315789; 'macro avg': {'precision': 0.7995283018867925; 'recall': 0.6964685799637256; 'f1-score': 0.7087513935340022; 'support': 285}; 'weighted avg': {'precision': 0.7857994041708043; 'recall': 0.7684210526315789; 'f1-score': 0.7452932777875569; 'support': 285}},{'0.0': {'precision': 0.8333333333333334; 'recall': 0.45454545454545453; 'f1-score': 0.5882352941176471; 'support': 11}; '1.0': {'precision': 0.76; 'recall': 0.95; 'f1-score': 0.8444444444444444; 'support': 20}; 'accuracy': 0.7741935483870968; 'macro avg': {'precision': 0.7966666666666666; 'recall': 0.7022727272727273; 'f1-score': 0.7163398692810458; 'support': 31}; 'weighted avg': {'precision': 0.7860215053763441; 'recall': 0.7741935483870968; 'f1-score': 0.7535315201349357; 'support': 31}}
5,1,CNF,0,284,32,2,[142; 142],222,1.266675,0.875000,1,[X4 >= 0.041440],{'0.0': {'precision': 1.0; 'recall': 0.5145631067961165; 'f1-score': 0.6794871794871795; 'support': 103}; '1.0': {'precision': 0.7835497835497836; 'recall': 1.0; 'f1-score': 0.8786407766990292; 'support': 181}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8917748917748918; 'recall': 0.7572815533980582; 'f1-score': 0.7790639780931043; 'support': 284}; 'weighted avg': {'precision': 0.8620510944454607; 'recall': 0.823943661971831; 'f1-score': 0.8064125354567035; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.6363636363636364; 'f1-score': 0.7777777777777778; 'support': 11}; '1.0': {'precision': 0.84; 'recall': 1.0; 'f1-score': 0.9130434782608696; 'support': 21}; 'accuracy': 0.875; 'macro avg': {'precision': 0.9199999999999999; 'recall': 0.8181818181818181; 'f1-score': 0.8454106280193237; 'support': 32}; 'weighted avg': {'precision': 0.895; 'recall': 0.875; 'f1-score': 0.8665458937198067; 'support': 32}}
5,1,CNF,1,284,32,2,[142; 142],222,0.775267,0.781250,1,[X2 >= 0.190280],{'0.0': {'precision': 1.0; 'recall': 0.5145631067961165; 'f1-score': 0.6794871794871795; 'support': 103}; '1.0': {'precision': 0.7835497835497836; 'recall': 1.0; 'f1-score': 0.8786407766990292; 'support': 181}; 'accuracy': 0.823943661971831; 'macro avg': {'precision': 0.8917748917748918; 'recall': 0.7572815533980582; 'f1-score': 0.7790639780931043; 'support': 284}; 'weighted avg': {'precision': 0.8620510944454607; 'recall': 0.823943661971831; 'f1-score': 0.8064125354567035; 'support': 284}},{'0.0': {'precision': 1.0; 'recall': 0.36363636363636365; 'f1-score': 0.5333333333333333; 'support': 11}; '1.0': {'precision': 0.75; 'recall': 1.0; 'f1-score': 0.8571428571428571; 'support': 21}; 'accuracy': 0.78125; 'macro avg': {'precision': 0.875; 'recall': 0.6818181818181819; 'f1-score': 0.6952380952380952; 'support': 32}; 'weighted avg': {'precision': 0.8359375; 'recall': 0.78125; 'f1-score': 0.7458333333333333; 'support': 32}}
